Timestamp,Código,Modelo,Cushion,Capa,Programa,Resultado
2026-03-09 12:28:12,2010.FS8.CUSH02.SS6.P3.Navy Performance Velvet.BTO,Corner Base C2,CUSH02,2,11,NG
2026-03-09 12:29:59,2010.FS8.CUSH02.SS6.P3.Navy Performance Velvet.BTO,Corner Base C2,CUSH02,2,11,OK
2026-03-10 13:52:42,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,NG
2026-03-10 13:55:59,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,NG
2026-03-10 13:56:11,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,NG
2026-03-10 13:59:06,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,OK
2026-03-10 14:01:14,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,NG
2026-03-10 14:01:24,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,NG
2026-03-10 14:01:41,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,OK
2026-03-10 14:02:17,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,2,5,NG
2026-03-10 14:03:04,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,2,5,OK
2026-03-10 14:11:40,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,NG
2026-03-10 14:11:51,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,OK
2026-03-10 14:12:22,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,NG
2026-03-10 14:13:25,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,OK
2026-03-10 14:13:35,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,NG
2026-03-10 14:13:43,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,OK
2026-03-10 14:47:30,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,OK
2026-03-10 14:51:02,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,NG
2026-03-10 14:51:10,2010.FS17.CUSH01.SS1.P3.Navy Performance Velvet.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 14:14:52,2010.FS1.CUSH02.OS5.P3.Navy Performance Velvet.BTO,Ottoman Storage C2,CUSH02,1,3,NG
2026-03-23 16:01:14,2010.FS8.CUSH02.SS6.P3.Smoke Performance Boucle.BTO,Corner Base C2,CUSH02,1,10,NG
2026-03-23 16:12:49,2010.FS17.CUSH02.SS1.P3.Spruce Performance Chenille.BTO,Armless C2,CUSH02,1,6,OK
2026-03-23 16:13:39,2010.FS17.CUSH02.SS1.P3.Spruce Performance Chenille.BTO,Armless C2,CUSH02,2,7,OK
2026-03-23 16:15:20,2010.FS17.CUSH02.SS1.P3.Spruce Performance Chenille.BTO,Armless C2,CUSH02,1,6,OK
2026-03-23 16:15:49,2010.FS17.CUSH02.SS1.P3.Spruce Performance Chenille.BTO,Armless C2,CUSH02,2,7,OK
2026-03-23 16:29:58,2010.FS1.CUSH02.OS5.P3.Spruce Performance Chenille.BTO,Ottoman Storage C2,CUSH02,1,3,NG
2026-03-23 16:30:09,2010.FS1.CUSH02.OS5.P3.Spruce Performance Chenille.BTO,Ottoman Storage C2,CUSH02,1,3,OK
2026-03-23 16:42:21,2010.FS8.CUSH02.SS6.P3.Smoke Performance Boucle.BTO,Corner Base C2,CUSH02,1,10,NG
2026-03-23 16:42:39,2010.FS8.CUSH02.SS6.P3.Smoke Performance Boucle.BTO,Corner Base C2,CUSH02,1,10,OK
2026-03-23 16:43:19,2010.FS8.CUSH02.SS6.P3.Smoke Performance Boucle.BTO,Corner Base C2,CUSH02,2,11,OK
2026-03-23 16:50:41,2010.FS8.CUSH02.SS6.P3.Fawn Performance Boucle.BTO,Corner Base C2,CUSH02,1,10,OK
2026-03-23 16:51:15,2010.FS8.CUSH02.SS6.P3.Fawn Performance Boucle.BTO,Corner Base C2,CUSH02,2,11,OK
2026-03-23 16:55:42,2010.FS8.CUSH02.SS6.P3.Fawn Performance Boucle.BTO,Corner Base C2,CUSH02,1,10,NG
2026-03-23 16:55:53,2010.FS8.CUSH02.SS6.P3.Fawn Performance Boucle.BTO,Corner Base C2,CUSH02,1,10,NG
2026-03-23 16:56:03,2010.FS8.CUSH02.SS6.P3.Fawn Performance Boucle.BTO,Corner Base C2,CUSH02,1,10,OK
2026-03-23 16:56:49,2010.FS8.CUSH02.SS6.P3.Fawn Performance Boucle.BTO,Corner Base C2,CUSH02,2,11,OK
2026-03-23 16:58:27,2010.FS17.CUSH02.SS1.P3.Smoke Performance Boucle.BTO,Armless C2,CUSH02,1,6,OK
2026-03-23 16:58:46,2010.FS17.CUSH02.SS1.P3.Smoke Performance Boucle.BTO,Armless C2,CUSH02,2,7,OK
2026-03-23 17:00:12,2010.FS1.CUSH02.OS4.P3.Fawn Performance Boucle.BTO,Ottoman C2,CUSH02,1,1,OK
2026-03-23 17:03:48,2010.FS1.CUSH02.OS5.P3.Spruce Performance Chenille.BTO,Ottoman Storage C2,CUSH02,1,3,OK
2026-03-23 17:05:23,2010.FS17.CUSH02.SS1.P3.Smoke Performance Boucle.BTO,Armless C2,CUSH02,1,6,OK
2026-03-23 17:06:36,2010.FS17.CUSH02.SS1.P3.Smoke Performance Boucle.BTO,Armless C2,CUSH02,2,7,OK
2026-03-23 17:08:12,2010.FS17.CUSH02.SS1.P3.Fawn Performance Boucle.BTO,Armless C2,CUSH02,1,6,OK
2026-03-23 17:08:45,2010.FS17.CUSH02.SS1.P3.Fawn Performance Boucle.BTO,Armless C2,CUSH02,2,7,NG
2026-03-23 17:08:54,2010.FS17.CUSH02.SS1.P3.Fawn Performance Boucle.BTO,Armless C2,CUSH02,2,7,OK
2026-03-23 17:11:10,2010.FS8.CUSH02.SS6.P3.Fawn Performance Boucle.BTO,Corner Base C2,CUSH02,1,10,OK
2026-03-23 17:11:49,2010.FS8.CUSH02.SS6.P3.Fawn Performance Boucle.BTO,Corner Base C2,CUSH02,2,11,OK
2026-03-23 17:19:01,2010.FS17.CUSH02.SS1.P3.Fawn Performance Boucle.BTO,Armless C2,CUSH02,1,6,OK
2026-03-23 17:19:24,2010.FS17.CUSH02.SS1.P3.Fawn Performance Boucle.BTO,Armless C2,CUSH02,2,7,OK
2026-03-23 17:21:40,2010.FS17.CUSH02.SS1.P3.Fawn Performance Boucle.BTO,Armless C2,CUSH02,1,6,OK
2026-03-23 17:22:02,2010.FS17.CUSH02.SS1.P3.Fawn Performance Boucle.BTO,Armless C2,CUSH02,2,7,OK
2026-03-23 17:24:23,2010.FS1.CUSH02.OS5.P3.Fawn Performance Boucle.BTO,Ottoman Storage C2,CUSH02,1,3,NG
2026-03-23 17:24:32,2010.FS1.CUSH02.OS5.P3.Fawn Performance Boucle.BTO,Ottoman Storage C2,CUSH02,1,3,NG
2026-03-23 17:24:39,2010.FS1.CUSH02.OS5.P3.Fawn Performance Boucle.BTO,Ottoman Storage C2,CUSH02,1,3,OK
2026-03-23 17:26:43,2010.FS8.CUSH02.SS6.P3.Fawn Performance Boucle.BTO,Corner Base C2,CUSH02,1,10,OK
2026-03-23 17:27:05,2010.FS8.CUSH02.SS6.P3.Fawn Performance Boucle.BTO,Corner Base C2,CUSH02,2,11,NG
2026-03-23 17:27:10,2010.FS8.CUSH02.SS6.P3.Fawn Performance Boucle.BTO,Corner Base C2,CUSH02,2,11,OK
2026-03-23 17:28:51,2010.FS17.CUSH02.SS1.P3.Fawn Performance Boucle.BTO,Armless C2,CUSH02,1,6,OK
2026-03-23 17:29:20,2010.FS17.CUSH02.SS1.P3.Fawn Performance Boucle.BTO,Armless C2,CUSH02,2,7,OK
2026-03-23 17:38:00,2010.FS8.CUSH02.SS6.P3.Onyx Performance Velvet.BTO,Corner Base C2,CUSH02,1,10,OK
2026-03-23 17:38:40,2010.FS8.CUSH02.SS6.P3.Onyx Performance Velvet.BTO,Corner Base C2,CUSH02,2,11,OK
2026-03-23 17:42:04,2010.FS17.CUSH02.SS1.P3.Onyx Performance Velvet.BTO,Armless C2,CUSH02,1,6,OK
2026-03-23 17:42:22,2010.FS17.CUSH02.SS1.P3.Onyx Performance Velvet.BTO,Armless C2,CUSH02,2,7,NG
2026-03-23 17:42:30,2010.FS17.CUSH02.SS1.P3.Onyx Performance Velvet.BTO,Armless C2,CUSH02,2,7,OK
2026-03-23 17:43:55,2010.FS8.CUSH02.SS6.P3.Onyx Performance Velvet.BTO,Corner Base C2,CUSH02,1,10,NG
2026-03-23 17:44:14,2010.FS8.CUSH02.SS6.P3.Onyx Performance Velvet.BTO,Corner Base C2,CUSH02,1,10,OK
2026-03-23 17:44:58,2010.FS8.CUSH02.SS6.P3.Onyx Performance Velvet.BTO,Corner Base C2,CUSH02,2,11,NG
2026-03-23 17:45:06,2010.FS8.CUSH02.SS6.P3.Onyx Performance Velvet.BTO,Corner Base C2,CUSH02,2,11,OK
2026-03-23 17:46:46,2010.FS1.CUSH02.OS5.P3.Onyx Performance Velvet.BTO,Ottoman Storage C2,CUSH02,1,3,OK
2026-03-23 17:48:45,2010.FS8.CUSH02.SS6.P3.Smoke Performance Boucle.BTO,Corner Base C2,CUSH02,1,10,OK
2026-03-23 17:49:15,2010.FS8.CUSH02.SS6.P3.Smoke Performance Boucle.BTO,Corner Base C2,CUSH02,2,11,NG
2026-03-23 17:49:27,2010.FS8.CUSH02.SS6.P3.Smoke Performance Boucle.BTO,Corner Base C2,CUSH02,2,11,NG
2026-03-23 17:49:37,2010.FS8.CUSH02.SS6.P3.Smoke Performance Boucle.BTO,Corner Base C2,CUSH02,2,11,OK
2026-03-23 17:51:36,2010.FS17.CUSH02.SS1.P3.Onyx Performance Velvet.BTO,Armless C2,CUSH02,1,6,OK
2026-03-23 17:52:24,2010.FS17.CUSH02.SS1.P3.Onyx Performance Velvet.BTO,Armless C2,CUSH02,2,7,OK
2026-03-23 17:54:08,2010.FS8.CUSH02.SS6.P3.Dark Teal Performance Velvet.BTO,Corner Base C2,CUSH02,1,10,OK
2026-03-23 17:54:50,2010.FS8.CUSH02.SS6.P3.Dark Teal Performance Velvet.BTO,Corner Base C2,CUSH02,2,11,NG
2026-03-23 17:55:00,2010.FS8.CUSH02.SS6.P3.Dark Teal Performance Velvet.BTO,Corner Base C2,CUSH02,2,11,NG
2026-03-23 17:55:09,2010.FS8.CUSH02.SS6.P3.Dark Teal Performance Velvet.BTO,Corner Base C2,CUSH02,2,11,OK
2026-03-23 17:56:21,2010.FS17.CUSH02.SS1.P3.Onyx Performance Velvet.BTO,Armless C2,CUSH02,1,6,OK
2026-03-23 17:57:00,2010.FS17.CUSH02.SS1.P3.Onyx Performance Velvet.BTO,Armless C2,CUSH02,2,7,OK
2026-03-23 17:59:03,2010.FS8.CUSH02.SS6.P3.Dark Teal Performance Velvet.BTO,Corner Base C2,CUSH02,1,10,OK
2026-03-23 18:00:02,2010.FS8.CUSH02.SS6.P3.Dark Teal Performance Velvet.BTO,Corner Base C2,CUSH02,2,11,NG
2026-03-23 18:00:21,2010.FS8.CUSH02.SS6.P3.Dark Teal Performance Velvet.BTO,Corner Base C2,CUSH02,2,11,OK
2026-03-23 18:01:38,2010.FS1.CUSH02.OS5.P3.Dark Teal Performance Velvet.BTO,Ottoman Storage C2,CUSH02,1,3,NG
2026-03-23 18:01:54,2010.FS1.CUSH02.OS5.P3.Dark Teal Performance Velvet.BTO,Ottoman Storage C2,CUSH02,1,3,OK
2026-03-23 18:04:40,2010.FS17.CUSH02.SS1.P3.Dark Teal Performance Velvet.BTO,Armless C2,CUSH02,1,6,OK
2026-03-23 18:05:04,2010.FS17.CUSH02.SS1.P3.Dark Teal Performance Velvet.BTO,Armless C2,CUSH02,2,7,OK
2026-03-23 18:07:59,2010.FS8.CUSH01.SS6.P3.Hazelnut Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 18:08:33,2010.FS8.CUSH01.SS6.P3.Hazelnut Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 18:11:04,2010.FS8.CUSH01.SS6.P3.Hazelnut Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 18:11:32,2010.FS8.CUSH01.SS6.P3.Hazelnut Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 18:13:05,2010.FS17.CUSH01.SS1.P3.Hazelnut Performance Boucle.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 18:14:02,2010.FS17.CUSH01.SS1.P3.Hazelnut Performance Boucle.BTO,Armless C1,CUSH01,2,5,OK
2026-03-23 18:17:32,2010.FS17.CUSH01.SS1.P3.Hazelnut Performance Boucle.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 18:18:21,2010.FS17.CUSH01.SS1.P3.Hazelnut Performance Boucle.BTO,Armless C1,CUSH01,2,5,OK
2026-03-23 18:19:42,2010.FS1.CUSH01.OS4.P3.Hazelnut Performance Boucle.BTO,Ottoman C1,CUSH01,1,0,OK
2026-03-23 18:21:35,2010.FS8.CUSH01.SS6.P3.Mocha Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 18:22:22,2010.FS8.CUSH01.SS6.P3.Mocha Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 18:25:11,2010.FS8.CUSH01.SS6.P3.Mocha Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 18:25:37,2010.FS8.CUSH01.SS6.P3.Mocha Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 18:26:49,2010.FS17.CUSH01.SS1.P3.Mocha Performance Boucle.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 18:27:24,2010.FS17.CUSH01.SS1.P3.Mocha Performance Boucle.BTO,Armless C1,CUSH01,2,5,OK
2026-03-23 18:29:38,2010.FS1.CUSH01.OS4.P3.Mocha Performance Boucle.BTO,Ottoman C1,CUSH01,1,0,NG
2026-03-23 18:29:46,2010.FS1.CUSH01.OS4.P3.Mocha Performance Boucle.BTO,Ottoman C1,CUSH01,1,0,NG
2026-03-23 18:29:56,2010.FS1.CUSH01.OS4.P3.Mocha Performance Boucle.BTO,Ottoman C1,CUSH01,1,0,OK
2026-03-23 18:38:56,2010.FS8.CUSH01.SS6.P3.Hazelnut Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 18:39:31,2010.FS8.CUSH01.SS6.P3.Hazelnut Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 18:41:18,2010.FS17.CUSH01.SS1.P3.Hazelnut Performance Boucle.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 18:41:50,2010.FS17.CUSH01.SS1.P3.Hazelnut Performance Boucle.BTO,Armless C1,CUSH01,2,5,OK
2026-03-23 18:45:40,2010.FS17.CUSH01.SS1.P3.Mocha Performance Boucle.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 18:46:04,2010.FS17.CUSH01.SS1.P3.Mocha Performance Boucle.BTO,Armless C1,CUSH01,2,5,OK
2026-03-23 18:51:34,2010.FS17.CUSH01.SS1.P3.Mocha Performance Boucle.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 18:52:03,2010.FS17.CUSH01.SS1.P3.Mocha Performance Boucle.BTO,Armless C1,CUSH01,2,5,OK
2026-03-23 18:54:04,2010.FS8.CUSH01.SS6.P3.Mocha Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,NG
2026-03-23 18:54:15,2010.FS8.CUSH01.SS6.P3.Mocha Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,NG
2026-03-23 18:54:29,2010.FS8.CUSH01.SS6.P3.Mocha Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 18:54:55,2010.FS8.CUSH01.SS6.P3.Mocha Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 18:56:11,2010.FS1.CUSH01.OS5.P3.Hazelnut Performance Boucle.BTO,Ottoman Storage C1,CUSH01,1,2,OK
2026-03-23 18:57:58,2010.FS17.CUSH01.SS1.P3.Mocha Performance Boucle.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 18:58:30,2010.FS17.CUSH01.SS1.P3.Mocha Performance Boucle.BTO,Armless C1,CUSH01,2,5,OK
2026-03-23 19:00:31,2010.FS17.CUSH01.SS1.P3.Alabaster Performance Boucle.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 19:03:55,2010.FS8.CUSH01.SS6.P3.Alabaster Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 19:04:22,2010.FS8.CUSH01.SS6.P3.Alabaster Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,NG
2026-03-23 19:04:32,2010.FS8.CUSH01.SS6.P3.Alabaster Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 19:07:50,2010.FS8.CUSH01.SS6.P3.Mocha Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 19:08:21,2010.FS8.CUSH01.SS6.P3.Mocha Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 19:10:07,2010.FS17.CUSH01.SS1.P3.Alabaster Performance Boucle.BTO,Armless C1,CUSH01,1,4,NG
2026-03-23 19:10:17,2010.FS17.CUSH01.SS1.P3.Alabaster Performance Boucle.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 19:11:09,2010.FS17.CUSH01.SS1.P3.Alabaster Performance Boucle.BTO,Armless C1,CUSH01,2,5,OK
2026-03-23 19:13:32,2010.FS8.CUSH01.SS6.P3.Alabaster Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 19:14:03,2010.FS8.CUSH01.SS6.P3.Alabaster Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,NG
2026-03-23 19:14:17,2010.FS8.CUSH01.SS6.P3.Alabaster Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 19:16:35,2010.FS17.CUSH01.SS1.P3.Olive Performance Velvet.BTO,Armless C1,CUSH01,1,4,NG
2026-03-23 19:17:00,2010.FS17.CUSH01.SS1.P3.Olive Performance Velvet.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 19:17:15,2010.FS17.CUSH01.SS1.P3.Olive Performance Velvet.BTO,Armless C1,CUSH01,2,5,OK
2026-03-23 19:19:15,2010.FS17.CUSH01.SS1.P3.Olive Performance Velvet.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 19:22:46,2010.FS17.CUSH01.SS1.P3.Olive Performance Velvet.BTO,Armless C1,CUSH01,2,5,OK
2026-03-23 19:24:23,2010.FS8.CUSH01.SS6.P3.Alabaster Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,NG
2026-03-23 19:24:45,2010.FS8.CUSH01.SS6.P3.Alabaster Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,NG
2026-03-23 19:24:55,2010.FS8.CUSH01.SS6.P3.Alabaster Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 19:25:52,2010.FS8.CUSH01.SS6.P3.Alabaster Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 19:34:30,2010.FS8.CUSH01.SS6.P3.Chalk Performance Velvet.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 19:35:32,2010.FS8.CUSH01.SS6.P3.Chalk Performance Velvet.BTO,Corner Base C1,CUSH01,2,9,NG
2026-03-23 19:35:40,2010.FS8.CUSH01.SS6.P3.Chalk Performance Velvet.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 19:40:33,2010.FS8.CUSH01.SS6.P3.Chalk Performance Velvet.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 19:41:15,2010.FS8.CUSH01.SS6.P3.Chalk Performance Velvet.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 19:43:43,2010.FS8.CUSH01.SS6.P3.Olive Performance Velvet.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 19:44:53,2010.FS8.CUSH01.SS6.P3.Olive Performance Velvet.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 20:22:39,2010.FS8.CUSH01.SS6.P3.Onyx Performance Velvet.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 20:23:51,2010.FS8.CUSH01.SS6.P3.Onyx Performance Velvet.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 20:30:40,2010.FS17.CUSH01.SS1.P3.Onyx Performance Velvet.BTO,Armless C1,CUSH01,1,4,NG
2026-03-23 20:30:54,2010.FS17.CUSH01.SS1.P3.Onyx Performance Velvet.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 20:31:11,2010.FS17.CUSH01.SS1.P3.Onyx Performance Velvet.BTO,Armless C1,CUSH01,2,5,OK
2026-03-23 20:34:00,2010.FS17.CUSH01.SS1.P3.Hazelnut Performance Boucle.BTO,Armless C1,CUSH01,1,4,NG
2026-03-23 20:34:05,2010.FS17.CUSH01.SS1.P3.Hazelnut Performance Boucle.BTO,Armless C1,CUSH01,1,4,NG
2026-03-23 20:34:10,2010.FS17.CUSH01.SS1.P3.Hazelnut Performance Boucle.BTO,Armless C1,CUSH01,1,4,NG
2026-03-23 20:34:29,2010.FS17.CUSH01.SS1.P3.Hazelnut Performance Boucle.BTO,Armless C1,CUSH01,1,4,OK
2026-03-23 20:34:54,2010.FS17.CUSH01.SS1.P3.Hazelnut Performance Boucle.BTO,Armless C1,CUSH01,2,5,OK
2026-03-23 20:39:49,2010.FS1.CUSH01.OS5.P3.Olive Performance Velvet.BTO,Ottoman Storage C1,CUSH01,1,2,OK
2026-03-23 20:43:12,2010.FS8.CUSH01.SS6.P3.Olive Performance Velvet.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 20:44:46,2010.FS8.CUSH01.SS6.P3.Olive Performance Velvet.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 20:46:43,2010.FS8.CUSH01.SS6.P3.Hazelnut Performance Boucle.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 20:49:03,2010.FS8.CUSH01.SS6.P3.Hazelnut Performance Boucle.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 20:51:39,2010.FS8.CUSH01.SS6.P3.Olive Performance Velvet.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 20:52:26,2010.FS8.CUSH01.SS6.P3.Olive Performance Velvet.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 20:54:13,2010.FS1.CUSH01.OS5.P3.Olive Performance Velvet.BTO,Ottoman Storage C1,CUSH01,1,2,OK
2026-03-23 20:55:56,2010.FS1.CUSH01.OS5.P3.Hazelnut Performance Boucle.BTO,Ottoman Storage C1,CUSH01,1,2,NG
2026-03-23 20:56:05,2010.FS1.CUSH01.OS5.P3.Hazelnut Performance Boucle.BTO,Ottoman Storage C1,CUSH01,1,2,OK
2026-03-23 20:58:59,2010.FS1.CUSH01.OS4.P3.Chalk Performance Velvet.BTO,Ottoman C1,CUSH01,1,0,NG
2026-03-23 20:59:07,2010.FS1.CUSH01.OS4.P3.Chalk Performance Velvet.BTO,Ottoman C1,CUSH01,1,0,NG
2026-03-23 20:59:20,2010.FS1.CUSH01.OS4.P3.Chalk Performance Velvet.BTO,Ottoman C1,CUSH01,1,0,OK
2026-03-23 21:01:36,2010.FS8.CUSH01.SS6.P3.Olive Performance Velvet.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 21:04:12,2010.FS8.CUSH01.SS6.P3.Olive Performance Velvet.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 21:06:00,2010.FS8.CUSH01.SS6.P3.Onyx Performance Velvet.BTO,Corner Base C1,CUSH01,1,8,OK
2026-03-23 21:07:27,2010.FS8.CUSH01.SS6.P3.Onyx Performance Velvet.BTO,Corner Base C1,CUSH01,2,9,OK
2026-03-23 21:09:04,2010.FS1.CUSH01.OS4.P3.Onyx Performance Velvet.BTO,Ottoman C1,CUSH01,1,0,OK
